W,128,128
A,69,80
G,79,69
G,69,80
G,112,48
G,69,80
G,77,16
G,69,80
G,107,28
G,69,80
G,71,100
G,69,80
G,88,29
G,69,80
G,97,24
G,69,80
G,28,66
G,69,80
G,24,65
G,69,80
G,89,69
G,69,80
G,118,56
G,69,80
G,58,25
G,69,80
G,16,109
G,69,80
A,25,42
G,0,91
G,25,42
G,16,49
G,25,42
A,68,80
G,42,103
G,69,80
G,84,73
G,69,80
G,106,18
G,69,80
G,80,81
G,69,80
G,0,105
G,69,80
G,127,109
G,69,80
G,28,96
G,69,80
G,47,89
G,69,80
G,112,106
G,69,80
G,44,9
G,69,80
G,30,57
G,69,80
G,29,108
G,69,80
G,127,43
G,69,80
G,15,18
G,69,80
A,69,88
G,116,47
G,69,88
G,34,108
G,69,88
G,117,72
G,69,88
G,78,45
G,69,88
G,23,23
G,69,88
A,8,17
G,11,57
G,8,17
G,114,32
G,8,17
G,72,96
G,8,17
G,23,83
G,8,17
G,77,19
G,8,17
G,111,117
G,8,17
G,41,10
G,8,17
G,95,90
G,8,17
G,92,76
G,8,17
G,44,122
G,8,17
G,36,73
G,8,17
G,41,11
G,8,17
G,120,1
G,8,17
G,61,1
G,8,17
G,83,10
G,8,17
G,21,74
G,8,17
G,114,22
G,8,17
A,68,88
G,49,21
G,69,88
G,61,47
G,69,88
G,75,65
G,69,88
G,38,8
G,69,88
G,16,23
G,69,88
G,104,110
G,69,88
G,3,119
G,69,88
G,13,45
G,69,88
G,40,39
G,69,88
G,14,86
G,69,88
G,60,110
G,69,88
G,16,104
G,69,88
A,24,42
G,60,59
G,25,42
G,66,28
G,25,42
G,76,70
G,25,42
G,15,8
G,25,42
G,67,8
G,25,42
G,10,41
G,25,42
G,116,73
G,25,42
G,58,81
G,25,42
G,102,81
G,25,42
G,113,48
G,25,42
G,95,26
G,25,42
G,30,115
G,25,42
G,35,42
G,25,42
G,49,10
G,25,42
G,103,126
G,25,42
G,54,44
G,25,42
A,7,17
G,87,61
G,8,17
G,19,98
G,8,17
G,61,68
G,8,17
G,106,44
G,8,17
G,11,89
G,8,17
G,107,47
G,8,17
G,72,37
G,8,17
G,54,9
G,8,17
G,64,122
G,8,17
G,80,107
G,8,17
G,114,109
G,8,17
G,38,98
G,8,17
G,54,119
G,8,17
G,2,68
G,8,17
G,121,120
G,8,17
G,116,1
G,8,17
A,8,54
G,124,93
G,8,54
G,28,92
G,8,54
G,62,0
G,8,54
G,52,45
G,8,54
G,11,126
G,8,54
G,21,122
G,8,54
G,69,45
G,8,54
G,78,63
G,8,54
G,7,39
G,8,54
G,16,9
G,8,54
G,59,120
G,8,54
G,110,80
G,8,54
G,93,67
G,8,54
G,38,103
G,8,54
G,85,36
G,8,54
G,19,44
G,8,54
G,30,26
G,8,54
A,8,16
G,9,60
G,8,17
G,5,70
G,8,17
G,62,101
G,8,17
G,74,44
G,8,17
G,116,80
G,8,17
G,79,21
G,8,17
G,38,28
G,8,17
G,98,45
G,8,17
G,34,126
G,8,17
G,70,49
G,8,17
G,65,57
G,8,17
G,63,19
G,8,17
G,91,52
G,8,17
G,32,52
G,8,17
G,90,84
G,8,17
G,7,110
G,8,17
G,94,113
G,8,17
G,98,70
G,8,17
A,69,87
G,67,117
G,69,88
G,86,84
G,69,88
G,87,60
G,69,88
G,82,64
G,69,88
G,37,47
G,69,88
G,24,70
G,69,88
G,99,15
G,69,88
A,8,18
G,105,103
G,8,17
G,29,26
G,8,17
G,85,27
G,8,17
G,85,50
G,8,17
G,15,28
G,8,17
G,35,19
G,8,17
G,26,49
G,8,17
G,49,114
G,8,17
G,104,57
G,8,17
G,116,31
G,8,17
A,98,68
G,19,113
G,98,68
G,127,53
G,98,68
G,53,12
G,98,68
G,66,55
G,98,68
G,33,39
G,98,68
G,70,14
G,98,68
G,111,77
G,98,68
G,94,28
G,98,68
G,107,37
G,98,68
G,88,38
G,98,68
G,15,40
G,98,68
G,37,87
G,98,68
G,56,66
G,98,68
G,5,119
G,98,68
G,123,0
G,98,68
G,89,121
G,98,68
G,16,114
G,98,68
G,38,110
G,98,68
G,111,83
G,98,68
A,9,17
G,20,96
G,8,17
G,125,92
G,8,17
G,54,89
G,8,17
G,68,14
G,8,17
G,23,42
G,8,17
G,10,41
G,8,17
G,32,58
G,8,17
A,25,41
G,5,36
G,25,42
G,29,113
G,25,42
G,88,2
G,25,42
G,93,43
G,25,42
G,88,112
G,25,42
G,112,119
G,25,42
G,73,74
G,25,42
G,119,106
G,25,42
A,96,4
G,116,11
G,96,4
G,19,65
G,96,4
G,30,33
G,96,4
G,15,11
G,96,4
G,113,69
G,96,4
G,28,56
G,96,4
G,114,93
G,96,4
G,33,23
G,96,4
G,116,2
G,96,4
G,4,67
G,96,4
G,120,55
G,96,4
A,69,89
G,19,68
G,69,88
G,121,51
G,69,88
G,72,15
G,69,88
G,126,80
G,69,88
G,109,51
G,69,88
G,67,20
G,69,88
G,45,37
G,69,88
G,91,121
G,69,88
G,9,66
G,69,88
G,8,54
G,69,88
A,95,4
G,30,54
G,96,4
G,39,53
G,96,4
G,37,115
G,96,4
G,48,85
G,96,4
G,51,90
G,96,4
G,116,66
G,96,4
G,91,115
G,96,4
G,86,95
G,96,4
G,109,3
G,96,4
G,84,23
G,96,4
G,22,94
G,96,4
G,73,89
G,96,4
G,51,105
G,96,4
G,107,33
G,96,4
G,25,14
G,96,4
G,77,74
G,96,4
A,7,54
G,70,40
G,8,54
G,17,109
G,8,54
G,99,109
G,8,54
G,58,111
G,8,54
G,65,14
G,8,54
G,122,49
G,8,54
G,56,71
G,8,54
G,106,92
G,8,54
G,47,57
G,8,54
G,13,47
G,8,54
G,45,98
G,8,54
G,26,28
G,8,54
A,96,3
G,85,10
G,96,4
G,38,25
G,96,4
G,5,107
G,96,4
A,97,68
G,11,29
G,98,68
G,20,17
G,98,68
G,75,104
G,98,68
G,101,30
G,98,68
G,21,5
G,98,68
G,29,6
G,98,68
G,99,59
G,98,68
G,89,38
G,98,68
G,37,52
G,98,68
G,23,24
G,98,68
G,62,77
G,98,68
G,21,116
G,98,68
G,37,67
G,98,68
G,42,108
G,98,68
G,5,117
G,98,68
A,8,53
G,18,38
G,8,54
G,54,85
G,8,54
G,89,81
G,8,54
G,11,62
G,8,54
G,102,13
G,8,54
G,53,107
G,8,54
G,14,44
G,8,54
G,2,31
G,8,54
G,110,4
G,8,54
G,94,92
G,8,54
G,7,56
G,8,54
G,21,48
G,8,54
G,2,44
G,8,54
G,92,107
G,8,54
G,10,14
G,8,54
G,6,86
G,8,54
G,22,116
G,8,54
G,104,113
G,8,54
A,98,67
G,82,97
G,98,68
G,18,120
G,98,68
G,65,15
G,98,68
G,119,93
G,98,68
G,44,65
G,98,68
G,56,64
G,98,68
G,126,65
G,98,68
G,101,59
G,98,68
G,86,8
G,98,68
A,70,88
G,11,57
G,69,88
G,45,97
G,69,88
G,65,70
G,69,88
G,6,51
G,69,88
G,20,100
G,69,88
G,95,50
G,69,88
G,124,16
G,69,88
G,17,95
G,69,88
G,22,121
G,69,88
G,18,95
G,69,88
G,23,56
G,69,88
G,50,43
G,69,88
G,30,4
G,69,88
G,42,50
G,69,88
G,119,40
G,69,88
G,63,76
G,69,88
G,72,88
G,69,88
G,0,79
G,69,88
A,68,87
G,22,117
G,69,88
G,16,7
G,69,88
G,90,25
G,69,88
G,67,74
G,69,88
G,44,95
G,69,88
G,20,81
G,69,88
G,32,7
G,69,88
G,115,13
G,69,88
G,41,25
G,69,88
G,79,37
G,69,88
G,52,89
G,69,88
A,126,26
G,106,93
G,126,26
G,92,7
G,126,26
G,98,60
G,126,26
G,82,24
G,126,26
G,31,102
G,126,26
G,57,11
G,126,26
G,38,47
G,126,26
G,98,99
G,126,26
G,48,80
G,126,26
G,33,42
G,126,26
G,49,66
G,126,26
G,84,84
G,126,26
G,108,31
G,126,26
G,65,55
G,126,26
G,45,93
G,126,26
G,56,2
G,126,26
A,125,26
G,20,45
G,126,26
G,46,53
G,126,26
G,5,99
G,126,26
G,66,118
G,126,26
G,88,115
G,126,26
G,55,6
G,126,26
G,125,62
G,126,26
G,78,24
G,126,26
G,30,7
G,126,26
G,71,31
G,126,26
G,6,6
G,126,26
G,102,36
G,126,26
G,110,79
G,126,26
G,86,116
G,126,26
G,23,99
G,126,26
G,26,115
G,126,26
A,126,25
G,20,70
G,126,26
G,67,8
G,126,26
G,3,8
G,126,26
G,82,7
G,126,26
G,87,16
G,126,26
G,115,41
G,126,26
G,82,59
G,126,26
G,15,63
G,126,26
G,29,24
G,126,26
G,50,49
G,126,26
G,34,19
G,126,26
G,85,67
G,126,26
G,101,127
G,126,26
A,69,79
G,7,30
G,69,80
G,15,17
G,69,80
G,45,107
G,69,80
G,43,8
G,69,80
G,123,28
G,69,80
G,6,103
G,69,80
G,42,16
G,69,80
G,45,67
G,69,80
G,42,124
G,69,80
G,58,21
G,69,80
G,87,101
G,69,80
G,65,48
G,69,80
G,79,9
G,69,80
G,55,73
G,69,80
G,65,115
G,69,80
A,69,81
G,114,81
G,69,80
G,47,124
G,69,80
G,108,122
G,69,80
G,67,64
G,69,80
G,109,119
G,69,80
A,126,27
G,92,14
G,126,26
G,30,118
G,126,26
G,108,59
G,126,26
G,80,52
G,126,26
G,1,38
G,126,26
G,108,79
G,126,26
G,11,0
G,126,26
G,25,14
G,126,26
A,8,55
G,4,5
G,8,54
G,8,19
G,8,54
G,121,17
G,8,54
G,86,120
G,8,54
G,35,21
G,8,54
G,58,23
G,8,54
G,40,80
G,8,54
G,47,8
G,8,54
G,121,56
G,8,54
A,96,5
G,98,70
G,96,4
G,33,28
G,96,4
G,71,23
G,96,4
G,77,92
G,96,4
G,125,91
G,96,4
G,70,90
G,96,4
A,68,89
G,31,40
G,69,88
G,54,1
G,69,88
G,17,98
G,69,88
A,70,80
G,18,49
G,69,80
G,96,95
G,69,80
G,11,25
G,69,80
G,116,36
G,69,80
G,48,23
G,69,80
G,96,77
G,69,80
G,81,49
G,69,80
