W,128,128
A,94,58
G,121,104
G,94,58
G,115,43
G,94,58
G,100,19
G,94,58
G,106,17
G,94,58
G,82,110
G,94,58
G,29,49
G,94,58
G,77,11
G,94,58
G,105,93
G,94,58
G,124,88
G,94,58
G,76,108
G,94,58
G,86,96
G,94,58
G,101,29
G,94,58
G,100,35
G,94,58
G,22,36
G,94,58
G,36,52
G,94,58
G,43,80
G,94,58
A,50,81
G,69,70
G,50,81
G,50,30
G,50,81
G,51,112
G,50,81
G,66,13
G,50,81
G,102,78
G,50,81
A,94,32
G,7,18
G,94,32
G,79,23
G,94,32
G,90,58
G,94,32
G,67,80
G,94,32
A,10,58
G,39,42
G,10,58
G,90,106
G,10,58
G,0,42
G,10,58
G,72,2
G,10,58
G,44,108
G,10,58
G,106,60
G,10,58
A,18,72
G,108,21
G,18,72
G,101,26
G,18,72
A,43,42
G,10,91
G,43,42
G,47,121
G,43,42
G,103,90
G,43,42
G,49,11
G,43,42
A,42,42
G,105,76
G,43,42
G,59,91
G,43,42
G,74,101
G,43,42
G,64,103
G,43,42
G,49,10
G,43,42
G,37,32
G,43,42
G,127,73
G,43,42
G,73,91
G,43,42
G,122,86
G,43,42
G,69,98
G,43,42
G,93,107
G,43,42
G,80,95
G,43,42
G,117,18
G,43,42
G,25,56
G,43,42
A,75,48
G,1,31
G,75,48
G,75,21
G,75,48
G,120,116
G,75,48
G,116,73
G,75,48
G,99,52
G,75,48
G,93,121
G,75,48
G,118,76
G,75,48
A,6,60
G,70,22
G,6,60
G,14,54
G,6,60
G,39,80
G,6,60
G,1,118
G,6,60
A,67,10
G,17,28
G,67,10
G,1,121
G,67,10
G,103,82
G,67,10
G,39,80
G,67,10
G,107,87
G,67,10
G,17,10
G,67,10
G,43,30
G,67,10
G,46,86
G,67,10
G,121,112
G,67,10
G,115,0
G,67,10
G,65,103
G,67,10
A,93,32
G,113,49
G,94,32
G,73,50
G,94,32
G,0,104
G,94,32
G,49,35
G,94,32
G,114,73
G,94,32
G,76,37
G,94,32
G,96,74
G,94,32
G,23,108
G,94,32
G,70,42
G,94,32
G,49,99
G,94,32
G,117,89
G,94,32
G,30,126
G,94,32
G,19,99
G,94,32
G,96,4
G,94,32
G,19,120
G,94,32
G,44,96
G,94,32
G,125,92
G,94,32
G,4,127
G,94,32
A,127,116
G,109,90
G,127,116
G,6,118
G,127,116
G,22,8
G,127,116
G,57,107
G,127,116
G,55,57
G,127,116
G,121,73
G,127,116
A,43,41
G,23,37
G,43,42
G,60,13
G,43,42
G,49,81
G,43,42
G,121,70
G,43,42
G,97,31
G,43,42
G,58,62
G,43,42
G,105,54
G,43,42
G,65,58
G,43,42
A,71,70
G,14,117
G,71,70
G,125,35
G,71,70
G,120,37
G,71,70
G,6,8
G,71,70
G,123,127
G,71,70
G,39,80
G,71,70
G,1,78
G,71,70
G,64,103
G,71,70
G,88,46
G,71,70
G,25,46
G,71,70
G,36,23
G,71,70
G,97,53
G,71,70
G,88,56
G,71,70
G,86,87
G,71,70
G,8,54
G,71,70
G,20,18
G,71,70
G,73,65
G,71,70
G,115,93
G,71,70
A,96,40
G,45,85
G,96,40
G,87,106
G,96,40
G,100,15
G,96,40
A,66,10
G,31,92
G,67,10
G,28,101
G,67,10
G,87,60
G,67,10
A,67,9
G,20,38
G,67,10
G,78,95
G,67,10
A,94,31
G,106,8
G,94,32
G,112,44
G,94,32
G,52,96
G,94,32
G,82,122
G,94,32
G,81,28
G,94,32
G,77,39
G,94,32
G,53,9
G,94,32
G,39,40
G,94,32
G,74,40
G,94,32
G,101,85
G,94,32
G,31,111
G,94,32
G,112,115
G,94,32
G,79,29
G,94,32
A,84,72
G,108,27
G,84,72
G,83,57
G,84,72
A,83,72
G,102,100
G,84,72
G,19,22
G,84,72
G,41,17
G,84,72
G,75,47
G,84,72
G,90,97
G,84,72
A,117,2
G,31,42
G,117,2
G,24,59
G,117,2
G,63,10
G,117,2
G,71,48
G,117,2
G,122,58
G,117,2
G,72,31
G,117,2
G,72,85
G,117,2
G,11,57
G,117,2
G,66,100
G,117,2
G,27,103
G,117,2
G,78,103
G,117,2
A,61,64
G,112,113
G,61,64
G,58,120
G,61,64
G,65,79
G,61,64
G,24,86
G,61,64
G,84,74
G,61,64
G,11,15
G,61,64
G,46,52
G,61,64
G,54,27
G,61,64
G,122,20
G,61,64
G,43,38
G,61,64
A,70,70
G,125,81
G,71,70
G,98,112
G,71,70
G,11,29
G,71,70
G,43,50
G,71,70
G,12,2
G,71,70
G,87,119
G,71,70
G,62,122
G,71,70
G,40,105
G,71,70
G,3,66
G,71,70
G,75,83
G,71,70
G,6,94
G,71,70
G,113,1
G,71,70
G,63,10
G,71,70
A,126,116
G,82,82
G,127,116
G,86,47
G,127,116
G,92,67
G,127,116
G,98,112
G,127,116
G,109,29
G,127,116
G,31,74
G,127,116
G,111,38
G,127,116
G,36,57
G,127,116
A,49,81
G,100,126
G,50,81
G,107,75
G,50,81
G,92,50
G,50,81
G,26,125
