W,128,128
A,43,98
G,80,61
G,43,98
G,82,40
G,43,98
G,91,44
G,43,98
G,18,56
G,43,98
G,28,60
G,43,98
G,57,58
G,43,98
G,127,53
G,43,98
G,59,91
G,43,98
G,74,85
G,43,98
G,105,47
G,43,98
G,51,53
G,43,98
G,124,107
G,43,98
G,120,4
G,43,98
G,90,29
G,43,98
G,37,108
G,43,98
G,44,23
G,43,98
G,127,100
G,43,98
G,27,34
G,43,98
A,25,111
G,10,72
G,25,111
G,109,42
G,25,111
G,12,90
G,25,111
G,101,83
G,25,111
G,123,27
G,25,111
G,12,56
G,25,111
G,47,65
G,25,111
G,97,80
G,25,111
G,32,121
G,25,111
G,112,21
G,25,111
G,78,0
G,25,111
G,126,25
G,25,111
G,126,55
G,25,111
G,123,35
G,25,111
G,103,122
G,25,111
G,7,37
G,25,111
A,42,98
G,24,38
G,43,98
G,31,102
G,43,98
G,73,5
G,43,98
G,85,85
G,43,98
G,57,34
G,43,98
G,103,39
G,43,98
G,87,53
G,43,98
G,64,29
G,43,98
G,38,85
G,43,98
G,45,84
G,43,98
G,30,28
G,43,98
G,74,104
G,43,98
G,36,26
G,43,98
G,26,44
G,43,98
A,51,70
G,120,103
G,51,70
G,15,96
G,51,70
G,105,38
G,51,70
G,78,38
G,51,70
G,5,98
G,51,70
A,50,70
G,86,95
G,51,70
G,101,73
G,51,70
G,117,95
G,51,70
G,27,7
G,51,70
G,105,95
G,51,70
G,11,22
G,51,70
G,1,48
G,51,70
G,98,72
G,51,70
G,104,61
G,51,70
G,87,72
G,51,70
G,124,51
G,51,70
G,40,107
G,51,70
G,22,85
G,51,70
A,24,111
G,86,13
G,25,111
G,125,115
G,25,111
G,114,48
G,25,111
G,88,40
G,25,111
A,58,39
G,19,64
G,58,39
G,59,100
G,58,39
G,62,40
G,58,39
G,86,8
G,58,39
G,27,84
G,58,39
G,81,0
G,58,39
A,57,39
G,106,21
G,58,39
G,59,82
G,58,39
A,43,97
G,1,27
G,43,98
G,67,31
G,43,98
G,13,47
G,43,98
G,115,64
G,43,98
G,50,122
G,43,98
G,106,11
G,43,98
G,69,103
G,43,98
G,31,121
G,43,98
G,54,69
G,43,98
G,103,5
G,43,98
G,64,48
G,43,98
G,12,78
G,43,98
G,2,32
G,43,98
G,44,51
G,43,98
G,7,25
G,43,98
G,82,72
G,43,98
A,25,110
G,12,66
G,25,111
G,0,66
G,25,111
G,47,22
G,25,111
G,51,3
G,25,111
G,50,53
G,25,111
G,97,5
G,25,111
A,51,69
G,17,66
G,51,70
G,108,20
G,51,70
G,12,9
G,51,70
G,93,87
G,51,70
A,25,112
G,2,85
G,25,111
G,126,54
G,25,111
